timestamp,vm_id,min_cpu,avg_cpu,max_cpu
0,YEzadx+1H4Ze9NS85fWgxaFU9jNIafzskOAtEnfkOKSF9U/D4DoVhSvWYKjdEvaj,7.581308,72.039644,53.197683999999995
300,YEzadx+1H4Ze9NS85fWgxaFU9jNIafzskOAtEnfkOKSF9U/D4DoVhSvWYKjdEvaj,9.190479,79.02506,60.061643999999994
600,YEzadx+1H4Ze9NS85fWgxaFU9jNIafzskOAtEnfkOKSF9U/D4DoVhSvWYKjdEvaj,23.158982,73.532737,54.848043999999994
900,YEzadx+1H4Ze9NS85fWgxaFU9jNIafzskOAtEnfkOKSF9U/D4DoVhSvWYKjdEvaj,14.193604999999998,68.515651,50.091204
1200,YEzadx+1H4Ze9NS85fWgxaFU9jNIafzskOAtEnfkOKSF9U/D4DoVhSvWYKjdEvaj,0.6143149999999999,43.97007,10.277745
1500,YEzadx+1H4Ze9NS85fWgxaFU9jNIafzskOAtEnfkOKSF9U/D4DoVhSvWYKjdEvaj,0.2489,1.8803509999999999,0.553583
